Partner ID,Partner Type,Partner Name,Date,Group Number,Feedback Type,Feedback Message,What was done?
HTL-92,HTL_Hotel,Mi Rochor,2025-07-10,L2188,Neutral,"very clean and modern rooms. Only 15sqm which was sufficient with double bed, but little space for TWN. Breakfast ok, but nothing special and it was pretty crowded as restaurant also had small area. Very nice and large pool, and very efficient lifts, no waiting. Hotel is right next to Little India, close to Kampong Glam and Bugis. More central location would be better",
HTL-92,HTL_Hotel,Mi Rochor,2025-07-10,L2188,Neutral,"very clean and modern rooms. Only 15sqm which was sufficient with double bed, but little space for TWN. Breakfast ok, but nothing special and it was pretty crowded as restaurant also had small area. Very nice and large pool, and very efficient lifts, no waiting. Hotel is right next to Little India, close to Kampong Glam and Bugis. More central location would be better",
HTL-33,HTL_Hotel,The Waterfront Hotel Kuching,2025-07-10,L2188,Neutral,"has 2 wings. Astana Wing (newer and renovated) is ok. Some common areas show signs of mold and could be cleaned better but the rooms are clean and ok. Nothing fancy, regular Malaysian 4* standard of an older hotel building. Breakfast is good, large space and nice outdoor terrace with river view. Lobby is on the 1st floor which you reach by escalator so it is a bit odd. Pool is in the other, older wing (Puteri Wing). Great location of the hotel, very central",
HTL-33,HTL_Hotel,The Waterfront Hotel Kuching,2025-07-10,L2188,Neutral,"has 2 wings. Astana Wing (newer and renovated) is ok. Some common areas show signs of mold and could be cleaned better but the rooms are clean and ok. Nothing fancy, regular Malaysian 4* standard of an older hotel building. Breakfast is good, large space and nice outdoor terrace with river view. Lobby is on the 1st floor which you reach by escalator so it is a bit odd. Pool is in the other, older wing (Puteri Wing). Great location of the hotel, very central",
GDE-96,GDE_Guide,Terri - DTH Singapore  ,2025-07-10,L2289,Good,very good guide,
GDE-92,GDE_Guide,Mariea - DTH Malaysia ,2025-07-10,L2188,Neutral,"She was great with family tour, sharing a lot of information, but with a bigger group maybe lacking some planning and organization. Very caring and friendly, speaks with quite strong Indian accent. ",
GDE-92,GDE_Guide,Mariea - DTH Malaysia ,2025-07-10,L2188,Neutral,"She was great with family tour, sharing a lot of information, but with a bigger group maybe lacking some planning and organization. Very caring and friendly, speaks with quite strong Indian accent. ",
GDE-87,GDE_Guide,Selvam - DTH Malaysia ,2025-07-10,L2188,Good,"great guide, had amazing knowledge about rainforest",
GDE-87,GDE_Guide,Selvam - DTH Malaysia ,2025-07-10,L2188,Good,"has one of the best possible locations. Pretty much opposite the Petronas Towers, with the view of Petronas itself obstructed by W Hotel. 24/7 food court just opposite and walking distance to all KLCC area / Kampng Bahru. Hotel is pretty big and old, common areas (corridors) need repainting, maintenance isn’t great. Breakfast selection is average, nothing to talk about",
GDE-86,GDE_Guide,Lawrence - DTH Malaysia ,2025-07-10,L2188,Neutral,who had good knowledge and English but didn't seem interested to share it with us,
GDE-86,GDE_Guide,Lawrence - DTH Malaysia ,2025-07-10,L2188,Neutral,who had good knowledge and English but didn't seem interested to share it with us,
GDE-23,GDE_Guide,Wendy Guide Singapore,2025-07-10,L2384,Good,"Opinion as great local guide, good for our services",
GDE-23,GDE_Guide,Wendy Guide Singapore,2025-07-10,L2188,Good,She is lovely and always so professional,
GDE-23,GDE_Guide,Wendy Guide Singapore,2025-07-10,L2188,Good,She is lovely and always so professional,
GDE-23,GDE_Guide,Wendy Guide Singapore,2025-07-10,L2384,Good,Great local guide,
FNB-51,FNB_Restaurant,Atlantic Nyonya HQ,2025-07-10,L2188,Good,"nice and tasty. The house was full of local and Chinese guests but we were sat in a small private side room. Amazing food, serving and taste",
FNB-51,FNB_Restaurant,Atlantic Nyonya HQ,2025-07-10,L2188,Good,"nice and tasty. The house was full of local and Chinese guests but we were sat in a small private side room. Amazing food, serving and taste",
FNB-50,FNB_Restaurant,Bla Bla Bla,2025-07-10,L2188,Good,"more expensive but has very tasty food and large portions. The biggest issue is though that you need to wait really long time to get your food, seems like there is one chef and makes the dishes one by one",
FNB-50,FNB_Restaurant,Bla Bla Bla,2025-07-10,L2188,Good,"more expensive but has very tasty food and large portions. The biggest issue is though that you need to wait really long time to get your food, seems like there is one chef and makes the dishes one by one",
FNB-49,FNB_Restaurant,Borneo Delight,2025-07-10,L2188,Good,"lovely, small family restaurant with incredibly good value",
FNB-49,FNB_Restaurant,Borneo Delight,2025-07-10,L2188,Good,"lovely, small family restaurant with incredibly good value",
FNB-02,FNB_Restaurant,Red House Seafood Nanyang Clarke Quay,2025-07-10,L2188,Good,tasty food. At Red House the staff was pretty strict about closing time after lunch (14:30) and was rushing guests with the bills a bit too much.,
FNB-02,FNB_Restaurant,Red House Seafood Nanyang Clarke Quay,2025-07-10,L2188,Good,tasty food. At Red House the staff was pretty strict about closing time after lunch (14:30) and was rushing guests with the bills a bit too much.,
ATC-09,ATC_Attraction,Mari Mari cultural village ,2025-07-10,L2188,Good,The village itself is great. Lunch is very nice and includes basic drinks too. Nice option to add / suggest for those interested in cultures,
ATC-09,ATC_Attraction,Mari Mari cultural village ,2025-07-10,L2188,Good,The village itself is great. Lunch is very nice and includes basic drinks too. Nice option to add / suggest for those interested in cultures,
ATC-08,ATC_Attraction,Kiulu White Water Rafting Centre,2025-07-10,L2188,Good,"A very gentle paddling with nothing to be too excited when it comes to rapids, only 1st class rapids which means flowing water, you need to try to get wet. The distance is about 7km, and you cover it pretty quick. Nice, easy adventure for kids. You finish at the large adventure camp, where you can do ziplines, shower, have coffee and get your local lunch (tasty)",
ATC-08,ATC_Attraction,Kiulu White Water Rafting Centre,2025-07-10,L2188,Good,"A very gentle paddling with nothing to be too excited when it comes to rapids, only 1st class rapids which means flowing water, you need to try to get wet. The distance is about 7km, and you cover it pretty quick. Nice, easy adventure for kids. You finish at the large adventure camp, where you can do ziplines, shower, have coffee and get your local lunch (tasty)",
ATC-07,ATC_Attraction,Klias Wetlands ,2025-07-10,L2188,Good,"was very nice, we had good weather and saw many proboscis monkeys and hornbills up close. Fireflies were less though. Dinner served there was local, but tasty. The jetty is very basic, jsut toilet chairs, tables and some cold drinks to get. Driving time is about 2 hours from Kota Kinabalu (driving to the south)",
ATC-07,ATC_Attraction,Klias Wetlands ,2025-07-10,L2188,Good,"was very nice, we had good weather and saw many proboscis monkeys and hornbills up close. Fireflies were less though. Dinner served there was local, but tasty. The jetty is very basic, jsut toilet chairs, tables and some cold drinks to get. Driving time is about 2 hours from Kota Kinabalu (driving to the south)",
ATC-06,ATC_Attraction,Borneo Cultures Museum,2025-07-10,L2188,Good,"nice museum. Well worth the 50 MYR ticket, you should plan at least 1hr to visit, ideally more. Good for all ages, it is 3 floors of the main exhibitions and half a floor for kids/youngsters.",
ATC-06,ATC_Attraction,Borneo Cultures Museum,2025-07-10,L2188,Good,"nice museum. Well worth the 50 MYR ticket, you should plan at least 1hr to visit, ideally more. Good for all ages, it is 3 floors of the main exhibitions and half a floor for kids/youngsters.",
HTL-158,HTL_Hotel,Salute Saigon Hotel & Spa,2025-07-11,Inspection,Bad,"Dirty, poor service, very basic facilities, looks like converted house.	Should not use under any circumstance.",
HTL-157,HTL_Hotel,The Odys Boutique Hotel,2025-07-11,Inspection,Good,"Beautiful rooms, great staff, free useful guest amenities, stylish decor, chill rooftop bar.	Wooden doors may cause noise, no swimming pool.	Highly recommended; great choice.",
HTL-156,HTL_Hotel,Happy Life Grand Hotel & Sky Bar,2025-07-11,Inspection,Good,"Nice sky bar and pool, clean rooms, good meeting facilities, some rooms with Bitexco view.	Basic decor, potential noise due to wooden doors.	Good choice for mid-range groups or events.",
HTL-155,HTL_Hotel,Acnos Hotel Good,2025-07-11,Inspection,Bad,"Upper category rooms are acceptable.	Very poor service, clueless staff, humid bathrooms, not guest-friendly.	Should not use",
HTL-154,HTL_Hotel,Me Saigon Boutique Hotel,2025-07-11,Inspection,Good,"Beautiful decor, very clean, connecting and family room options, great swimming pool, highly aesthetic.	Some small room categories, family bathrooms lack proper doors.	Highly recommended; should use.",
HTL-153,HTL_Hotel,22Land Hotel Saigon,2025-07-11,Inspection,Neutral,"Some room categories are spacious, decent decor in Signature Street View rooms, decent overall choice.	Small rooms in general, humidity, weird smells, unattractive bathrooms in some categories.	Can use as a lower-tier option if needed.",
HTL-152,HTL_Hotel,Kin Hotel Ly Tu Trong,2025-07-11,Inspection,Bad,"Good location, some rooms with windows, modern reception.	Unhelpful service, basic rooms, dark restaurant.	Should avoid until service improves.",
HTL-151,HTL_Hotel,Kin Hotel Thai Van Lung,2025-07-11,Inspection,Good,"New-looking rooms, nice views, professional staff, better quality than Thi Sach Edition.	Some small room categories, limited food options.	Good choice in this price range; can use.",
HTL-150,HTL_Hotel,Kin Hotel Dong Du,2025-07-11,Inspection,Bad,"Stylish design in reception, Kin Signature room offers boutique feel.
Very small rooms, humidity issues, poor soundproofing, limited facilities.
Avoid unless nothing else available.",
HTL-149,HTL_Hotel,Kin Hotel Thi Sach Edition,2025-07-11,Inspection,Neutral,"Variety of room types, nice breakfast area, ongoing renovations, acceptable decor in some rooms.
Some rooms are old, swimming pool and gym closed, dark furniture makes rooms feel dim.
Use cautiously; check renovation progress before booking.",
HTL-148,HTL_Hotel,Aquari Hotel ,2025-07-11,Inspection,Neutral,"Clean rooms, decent river view deluxe option, medium-sized breakfast restaurant.
Old decor, cigarette smell on some floors, dirty windows and wallpapers, no rooftop or extra facilities.
Can use as a basic option but not ideal for higher-end clients.",
HMS-04,HMS_Homestay,An s Eco Garden,2025-11-13,L969,Bad,"even though the swimming pool and the ambience is nice, the bathrooms are super smelly because of the old piping in the bungalows
They HATED the food at An's Ecolodge, The restaurant staff only speak super basic English
so they cannot explain info about the dishes to the guests.",
GDE-61,GDE_Guide,Trang - Vam Xang ,2024-08-27,L1844,Good,great as usual. Almost as good as Ngan and Linh,
PRT-03,PRT_Partner_DMC,DTH Travel Malaysia,2025-02-14,L1830,Bad,"DTH OPE booked the wrong boat itinerary, so the Orang Asli village visit was missed. It wasn’t in the last program confirmation, but guests inquired upon arrival at Mutiara Taman Negara. After checking in and having lunch, the visit was rescheduled for the next day.",
PRT-03,PRT_Partner_DMC,DTH Travel Malaysia,2025-02-14,L1830,Bad,"The trek to Terisek Hill went as planned, but the Canopy Walk was closed due to fallen trees since last September, which was not communicated earlier. After raising this concern, an alternative visit to The Habitat on Penang Hill was arranged, with DTH covering the cost.",
PRT-23,PRT_Partner_DMC,Asian Divers Robert Wurm,2025-02-23,W221,Good,"Nice bus in Bangkok, DCAR style with wider, reclining seats. For the airport drop off guide called me 1 hour before the scheduled time to tell me they are already waiting for us in the lobby",
PRT-23,PRT_Partner_DMC,Asian Divers Robert Wurm,2025-02-23,W221,Good,"Very nice, super fresh and brand new Toyota Hiace",
TRS-03,TRS_Transport_Company,Sai Gon Boat Company,2024-12-11,W245,Good,"great for small parties! The boat can in theory take up to 20pax but I would recommend 14-16pax, 2hrs cruise all the way to Mia Saigon hotel and back. Has sliding roof that is quick and easy to open/close, bluetooth speaker that you can connect to and tiny toilet. Lots of very tasty, well seasoned food, more than you can eat. Drinks are nice and not that expensive (120k for gin&tonic, beers were 45k I think), crew (host, chef, captain) are all very nice too. ",
TRS-04,TRS_Transport_Company,SBS Transfer,2024-11-20,W200,Good,"Nice, new, clean Kia Granbird Tracomeco. Drivers also ok.",
TRS-04,TRS_Transport_Company,SBS Transfer,2024-03-27,W159,Bad,no water on the bus,
TRS-04,TRS_Transport_Company,SBS Transfer,2024-03-02,W137,Bad,"Mr Tuấn 0938696112 - unfriendly driver, rude to the guide
Mr Thắng 0976617489 - unfriendly driver, rude to guide, ask the guide to stop for shopping to earn comission",
TRS-04,TRS_Transport_Company,SBS Transfer,2024-01-30,W113,Good,first one go to Mui Ne was best,
TRS-04,TRS_Transport_Company,SBS Transfer,2024-01-30,W113,Bad,"The airport transfer bus was older - Universe Noble, lack of trunk for luggage",
TRS-05,TRS_Transport_Company,Trinh Gia - Kaito,2024-07-03,X75,Good,"Good driver, on time, nice car - Mr Nhan ",
TRS-05,TRS_Transport_Company,Trinh Gia - Kaito,2024-09-27,L1824,Good,"16s (Mr Nghĩa 0916006290) very kind and speaks very good English! But drives too carefully, don't book him on Kris tours :D",
TRS-05,TRS_Transport_Company,Trinh Gia - Kaito,2024-09-10,W230,Good,"very good and friendly Sedona driver, Mr Nhan",
TRS-05,TRS_Transport_Company,Trinh Gia - Kaito,2024-11-21,L1981,Good,"Mr Ho, very good driver he was great at going around the traffic",
TRS-05,TRS_Transport_Company,Trinh Gia - Kaito,2024-02-26,L1410,Good,Mr Nhan 0765437016 - very good driver but he didn't know have to go Ben Tre after My Tho tour,
TRS-05,TRS_Transport_Company,Trinh Gia - Kaito,2024-12-31,L2053,Good,"Mr Nghia who speaks very good English, very nice 16s driver",
TRS-04,TRS_Transport_Company,SBS Transfer,2024-11-27,L1950,Neutral,got a small problem when he kept asking who will pay for his overnight stay in Ben Tre and some fee for parking. I've already reported immediately to ope and SBS too,
TRS-04,TRS_Transport_Company,SBS Transfer,2024-08-09,L1875,Good,"good driver, on time. Just no ice bucket, water had ""car"" temperature",
TRS-04,TRS_Transport_Company,SBS Transfer,2024-04-30,W152,Good,very good SBS driver Mr Diep 0917189278,
HMS-04,HMS_Homestay,An s Eco Garden,2024-04-27,W152,Good,"attentive and friendly staff, rooms were good, food very nice and tasty, massage service arranged by hotel was nice too",
HMS-04,HMS_Homestay,An s Eco Garden,2024-04-27,W152,Bad,"the bicycles the hotel has pretty old, worse than in Ba Danh",
HMS-01,HMS_Homestay,Ba Danh Homestay,2024-11-27,L1950,Good,they enjoyed a lots,
HMS-01,HMS_Homestay,Ba Danh Homestay,2024-03-14,L1734,Good,all nice and they want to pass huge compliments to the owners for making this place so good in the middle of nowhere,
